Area,Year,Month,Time,Crime Type,Latitude,Longitude,Cluster
BILVARADAHALLI,2023.0,8.0,,MOTOR VEHICLE ACCIDENTS FATAL,12.8289,77.5874,0
BILVARADAHALLI,2023.0,3.0,,MURDER,12.8545,77.5485,0
BILVARADAHALLI,2023.0,11.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8222,77.5853,0
BILVARADAHALLI,2020.0,1.0,,KIDNAPPING AND ABDUCTION,12.8252,77.6089,0
BINNILAYOUT,2017.0,7.0,,Disobedience to Order Promulgated by PublicServan,12.9609,77.5281,-1
BINNILAYOUT,2016.0,12.0,,MISSING PERSON,12.9594,77.5324,-1
BINNILAYOUT,2017.0,10.0,,CRIMINAL INTIMIDATION,12.9563,77.527,-1
BINNILAYOUT,2017.0,5.0,,CHEATING,12.9902,77.5223,-1
BINNY LAYOUT,2016.0,11.0,,CrPC,12.9679,77.5399,-1
BINNY LAYOUT,2016.0,3.0,,THEFT,12.9722,77.5429,-1
BINNY LAYOUT,2016.0,3.0,,CASES OF HURT,12.9801,77.5377,-1
BINNY LAYOUT,2016.0,6.0,,THEFT,12.9707,77.5421,-1
BIRESHWARANAGAR,2020.0,1.0,,CHEATING,12.8828,77.5763,-1
BMTC BUS STAND,2023.0,10.0,,THEFT,12.9827,77.6032,-1
BMTC BUS STAND,2023.0,12.0,,CASES OF HURT,12.9841,77.6034,-1
BOWRING HOSPITAL,2023.0,12.0,,CRUELTY BY HUSBAND,13.0356,77.6574,-1
BP Wadia Road,2020.0,11.0,,ROBBERY,12.9343,77.5728,-1
BRANDAVAN LAYOUT,2021.0,9.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.8944,77.5346,-1
BRANDAVAN LAYOUT,2022.0,7.0,,THEFT,12.9107,77.5368,-1
BRANDAVAN LAYOUT,2023.0,1.0,,MISSING PERSON,12.9049,77.5418,-1
BRANDAVAN LAYOUT,2024.0,2.0,,MISSING PERSON,12.9057,77.5425,-1
BROADWAY ROAD,2023.0,12.0,,PUBLIC SAFETY,12.9879,77.6034,-1
BSK I ST STAGE,2022.0,8.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9372,77.5595,-1
BSK RING ROAD,2024.0,1.0,,PUBLIC SAFETY,12.9349,77.5374,0
BSK RING ROAD,2023.0,6.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9212,77.5417,0
BSK RING ROAD,2020.0,1.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9296,77.5386,0
BSK RING ROAD,2020.0,5.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9239,77.5533,0
BSK RING ROAD,2023.0,10.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9268,77.5531,0
BTM SECOND STAGE,2020.0,2.0,,CYBER CRIME,12.9095,77.6064,0
BTM SECOND STAGE,2021.0,6.0,,CRIMES RELATED TO WOMEN,12.9152,77.613,0
BTM SECOND STAGE,2016.0,5.0,,THEFT,12.9157,77.61,0
BTM SECOND STAGE,2023.0,12.0,,CASES OF HURT,12.9163,77.6161,0
BTM SECOND STAGE,2020.0,2.0,,THEFT,12.9165,77.6074,0
BTM SECOND STAGE,2016.0,10.0,,THEFT,12.914,77.6107,0
BTM SECOND STAGE,2024.0,2.0,,CHEATING,12.9162,77.6055,0
BTM SECOND STAGE,2023.0,11.0,,CYBER CRIME,12.9099,77.6069,0
BTM SECOND STAGE,2023.0,10.0,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9107,77.6079,0
BTM SECOND STAGE,2023.0,11.0,,THEFT,12.9094,77.6095,0
BTM SECOND STAGE,2020.0,1.0,,THEFT,12.9181,77.6188,0
BTM SECOND STAGE,2024.0,1.0,,THEFT,12.9114,77.6012,0
BTM SECOND STAGE,2016.0,10.0,,THEFT,12.8904,77.605,0
BTM SECOND STAGE,2023.0,11.0,,THEFT,12.9006,77.6108,0
BTM SECOND STAGE,2024.0,2.0,,KARNATAKA POLICE ACT 1963,12.936,77.5544,0
BTM SECOND STAGE,2024.0,2.0,,THEFT,12.8905,77.604,0
BTM SECOND STAGE,2022.0,3.0,,CRIMINAL INTIMIDATION,12.9046,77.5949,0
BULL TEMPLE ROAD,2020.0,7.0,,MOTOR VEHICLE ACCIDENTS FATAL,12.954,77.5681,-1
BYAGADADENAHALLI,2022.0,3.0,,THEFT,12.7601,77.7001,-1
BYATHA,2020.0,1.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.1723,77.5711,-1
BYRAPURA,2021.0,4.0,,THEFT,13.2234,77.5493,-1
BYRATHI CROSS,2024.0,2.0,,CYBER CRIME,13.0662,77.6515,-1
BYRATHI CROSS,2023.0,12.0,,THEFT,13.0622,77.6497,-1
BYRATHI CROSS,2021.0,8.0,,MISSING PERSON,13.0601,77.6526,-1
BYRAWESHWARA NAGARA,2024.0,1.0,,CYBER CRIME,12.968,77.5211,-1
Babusabpalya,2023.0,12.0,,CYBER CRIME,13.0167,77.6134,-1
Bagaloore cross,2020.0,3.0,,MISSING PERSON,13.1212,77.6173,-1
Bagaluru Circle,2023.0,12.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0555,77.6464,-1
Banashankari,2019.0,,,Attempted Murder,12.865652,77.516896,0
Banashankari,2017.0,,,Chain Snatching,12.943552,77.550541,0
Banashankari,2018.0,,,Attempted Murder,12.855507,77.587458,0
Banashankari,2015.0,,,Attempted Murder,12.932948,77.555739,0
Banashankari,2016.0,,,Robbery,12.923436,77.583712,0
Banashankari,2018.0,,,Attempted Murder,12.902358,77.589837,0
Banashankari,2016.0,,,Attempted Murder,12.879245,77.512528,0
Banashankari,2017.0,,,Chain Snatching,12.946262,77.549017,0
Banashankari,2018.0,,,Attempted Murder,12.85092,77.557048,0
Banashankari,2016.0,,,Robbery,12.929273,77.58242,0
Banashankari,2018.0,,,Attempted Murder,12.924888,77.54409,0
Banashankari,2017.0,,,Robbery,12.947732,77.580382,0
Banashankari IInd Stage,2020.0,10.0,,CHEATING,12.9228,77.5714,-1
Banashankari IInd Stage,2023.0,12.0,,Failure to appear to Court,12.9286,77.5678,-1
Bandapura,2021.0,2.0,,MOTOR VEHICLE ACCIDENTS FATAL,13.0617,77.7165,0
Bandapura,2022.0,5.0,,MOTOR VEHICLE ACCIDENTS FATAL,13.0472,77.7215,0
Bandapura,2021.0,1.0,,MISSING PERSON,13.0907,77.6791,0
Bandapura,2019.0,4.0,,MOTOR VEHICLE ACCIDENTS FATAL,13.0451,77.7384,0
Bandapura,2022.0,1.0,,MISSING PERSON,13.0519,77.7192,0
Bandapura,2021.0,8.0,,ATTEMPT TO MURDER,13.0343,77.7389,0
Bandapura,2022.0,7.0,,MOTOR VEHICLE ACCIDENTS FATAL,13.0366,77.7362,0
Bandapura,2022.0,6.0,,MOTOR VEHICLE ACCIDENTS FATAL,13.0365,77.7353,0
Bandapura,2022.0,11.0,,MOTOR VEHICLE ACCIDENTS FATAL,13.0375,77.7382,0
Bangalore One And Fifty Feet Road,2022.0,7.0,,THEFT,12.9438,77.5422,-1
Bangalore One And Fifty Feet Road,2023.0,8.0,,CYBER CRIME,12.9466,77.5442,-1
Basapura,2022.0,2.0,,PUBLIC SAFETY,12.8698,77.6534,-1
Basapura,2020.0,9.0,,MOTOR VEHICLE ACCIDENTS FATAL,12.898,77.6346,-1
Basapura,2020.0,11.0,,MOTOR VEHICLE ACCIDENTS FATAL,12.8787,77.6465,-1
Basapura,2022.0,10.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8671,77.658,-1
Basavanagudi,2016.0,,,Robbery,12.94395418,77.57535514,0
Basavanagudi,2016.0,,,Chain Snatching,12.8961435,77.5974439,0
Basavanagudi,2015.0,,,Robbery,12.859653,77.569358,0
Basavanagudi,2017.0,,,Robbery,12.948965,77.553134,0
Basavanagudi,2016.0,,,Robbery,12.94949,77.56316,0
Basavanagudi,2015.0,,,Chain Snatching,12.8931843,77.582965,0
Basavanagudi,2017.0,,,Chain Snatching,12.923412,77.564778,0
Basavanagudi,2017.0,,,Chain Snatching,12.882084,77.5744,0
Basavanagudi,2018.0,,,Robbery,12.95683284,77.57444924,0
Basavangudi,2023.0,12.0,,CRIMES RELATED TO WOMEN,12.929,77.5677,-1
Basavasamithi Layout,2018.0,3.0,,MISSING PERSON,13.0741,77.5547,-1
Basavasamithi Layout,2016.0,2.0,,MISSING PERSON,13.0713,77.5675,-1
Basavasamithi Layout,2017.0,3.0,,CYBER CRIME,13.0751,77.5574,-1
Bazar Street,2016.0,7.0,,THEFT,12.9771,77.6247,-1
Bazar Street,2024.0,2.0,,THEFT,12.9742,77.6238,-1
Bazar Street,2018.0,1.0,,THEFT,12.977,77.6207,-1
Bazar Street,2017.0,3.0,,MISSING PERSON,12.9811,77.6302,-1
Beleshivale,2024.0,2.0,,MISSING PERSON,13.0715,77.6742,-1
Bengaluru city,2024.0,2.0,,CYBER CRIME,12.9679,77.6023,-1
Bettadasanapura road,2020.0,6.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8434,77.6135,-1
Bhakshi Garden,2023.0,6.0,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9666,77.5678,-1
Bhakshi Garden,2023.0,9.0,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9658,77.5684,-1
Bharathi layout,2022.0,3.0,,THEFT,12.926,77.6024,-1
Bharathi layout,2023.0,6.0,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9251,77.6102,-1
Bharathi layout,2020.0,3.0,,Karnataka State Local Act,12.9346,77.6089,-1
Bhuvaneshwari nagar,2022.0,3.0,,THEFT,13.0564,77.5994,-1
Binnamangala,2022.0,8.0,,KIDNAPPING AND ABDUCTION,13.09,77.4063,-1
Bowring Hospital Road,2022.0,2.0,,FOREIGNER,12.9842,77.6007,-1
Budumanahalli,2023.0,10.0,,CHEATING,13.1842,77.5159,-1
Bugle Rock Road,2019.0,5.0,,SUICIDE,12.9445,77.5717,-1
Byatarayanapura,2023.0,10.0,,THEFT,13.0586,77.583,-1
Byrasandra,2023.0,4.0,,POCSO,12.9919,77.6577,-1
Byraweshwara Nagara,2023.0,11.0,,CYBER CRIME,12.967,77.5197,-1
Byraweshwara Nagara,2021.0,3.0,,ATTEMPT TO MURDER,12.9695,77.5201,-1
C B BANDARI SCHOOL,2016.0,1.0,,CASES OF HURT,12.9653,77.5759,-1
C K Achuktu,2018.0,,,2 wheeler theft,12.91802,77.588333,0
C K Achuktu,2019.0,,,2 wheeler theft,12.93192,77.58016,0
C K Achuktu,2015.0,,,2 wheeler theft,12.930877,77.57673,0
C K Achuktu,2015.0,,,2 wheeler theft,12.92208,77.58953,0
C K Achuktu,2019.0,,,2 wheeler theft,12.91955,77.57458,0
C K Achuktu,2016.0,,,2 wheeler theft,12.955216,77.619961,0
C K Achuktu,2018.0,,,2 wheeler theft,12.96158,77.59678,0
C K Achuktu,2015.0,,,2 wheeler theft,12.926384,77.578007,0
C K Achuktu,2017.0,,,2 wheeler theft,12.9224,77.576465,0
C K Achuktu,2016.0,,,2 wheeler theft,12.921114,77.553,0
C.K. ACHHUKATTU,2019.0,8.0,,THEFT,12.9317,77.5665,-1
C.K. ACHHUKATTU,2017.0,8.0,,THEFT,12.9325,77.5607,-1
C.K. ACHHUKATTU,2019.0,4.0,,THEFT,12.9303,77.5597,-1
C.K. ACHHUKATTU,2023.0,11.0,,THEFT,12.9209,77.5536,-1
C.K.C.GARDEN,2023.0,5.0,,THEFT,12.9603,77.5918,-1
C.K.C.GARDEN,2021.0,4.0,,THEFT,12.9613,77.5931,-1
CANARA BANK COLONY,2017.0,6.0,,MISSING PERSON,12.9723,77.5231,0
CANARA BANK COLONY,2017.0,9.0,,ROBBERY,12.9699,77.5268,0
CANARA BANK COLONY,2024.0,2.0,,CASES OF HURT,12.9536,77.5225,0
CANARA BANK COLONY,2021.0,4.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9468,77.5258,0
CANARA BANK COLONY,2017.0,12.0,,THEFT,12.9707,77.5204,0
CANARA BANK COLONY,2018.0,4.0,,CrPC,12.9665,77.5257,0
CANARA BANK COLONY,2023.0,11.0,,THEFT,12.9515,77.53,0
CANARA BANK COLONY,2021.0,11.0,,MISSING PERSON,12.9544,77.5194,0
CANARA BANK COLONY,2021.0,6.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9468,77.5258,0
CANARA BANK COLONY,2017.0,11.0,,BURGLARY - DAY,12.972,77.5261,0
CENTRAL EXCISE LAYOUT,2021.0,10.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.045,77.5771,0
CENTRAL EXCISE LAYOUT,2022.0,7.0,,CHEATING,13.0413,77.5786,0
CENTRAL EXCISE LAYOUT,2018.0,7.0,,BURGLARY - NIGHT,13.0436,77.5783,0
CENTRAL EXCISE LAYOUT,2019.0,8.0,,CASES OF HURT,13.0388,77.5759,0
CENTRAL EXCISE LAYOUT,2020.0,8.0,,THEFT,13.0418,77.5898,0
CENTRAL EXCISE LAYOUT,2020.0,3.0,,Disobedience to Order Promulgated by PublicServan,13.0419,77.5806,0
CENTRAL EXCISE LAYOUT,2017.0,1.0,,MISSING PERSON,13.0397,77.5811,0
CHAKRAVARTHI LAYOUT,2020.0,6.0,,BURGLARY - NIGHT,12.9895,77.587,-1
CHAMARAJAPETE,2023.0,6.0,,COPY RIGHT ACT 1957,12.961,77.571,-1
CHAMARAJAPETE,2024.0,1.0,,CYBER CRIME,12.9643,77.5799,-1
CHAMUNDI NAGAR,2018.0,10.0,,THEFT,13.027,77.5939,-1
CHAMUNDI NAGAR,2018.0,10.0,,BURGLARY - DAY,13.0233,77.6004,-1
CHAMUNDI NAGAR,2019.0,11.0,,THEFT,13.0317,77.5991,-1
CHANDRALAYOUT,2018.0,9.0,,CASES OF HURT,12.9524,77.5266,-1
CHANDRALAYOUT,2017.0,11.0,,KIDNAPPING AND ABDUCTION,12.9559,77.5251,-1
CHANDRAPPA NAGARA,2020.0,3.0,,CASES OF HURT,12.9394,77.602,0
CHANDRAPPA NAGARA,2023.0,11.0,,PUBLIC SAFETY,12.943,77.5974,0
CHANDRAPPA NAGARA,2023.0,11.0,,PUBLIC SAFETY,12.943,77.5974,0
CHANDRAPPA NAGARA,2017.0,2.0,,THEFT,12.943,77.6003,0
CHANDRAPPA NAGARA,2018.0,4.0,,THEFT,12.9465,77.5995,0
CHANDRAPPA NAGARA,2016.0,7.0,,CASES OF HURT,12.9404,77.6008,0
CHANDRASHEKAR LAYOUT,2016.0,6.0,,CrPC,12.9568,77.568,-1
CHANNASANDRA,2020.0,9.0,,MISSING PERSON,12.9807,77.762,0
CHANNASANDRA,2016.0,4.0,,CrPC,12.9157,77.4961,0
CHANNASANDRA,2023.0,6.0,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9832,77.7666,0
CHANNASANDRA,2021.0,11.0,,MISSING PERSON,12.9794,77.762,0
CHANNASANDRA,2017.0,2.0,,IMMORAL TRAFFIC,12.902,77.5093,0
CHENNAHALLI,2020.0,6.0,,MISSING PERSON,13.186,77.7591,-1
CHICKPET MAIN ROAD,2018.0,10.0,,KIDNAPPING AND ABDUCTION,12.9687,77.5767,0
CHICKPET MAIN ROAD,2024.0,2.0,,MISSING PERSON,12.9711,77.5752,0
CHICKPET MAIN ROAD,2022.0,5.0,,CHEATING,12.9688,77.5797,0
CHICKPET MAIN ROAD,2023.0,4.0,,MISSING PERSON,12.965,77.5762,0
CHICKPET MAIN ROAD,2019.0,7.0,,ROBBERY,12.9688,77.5766,0
CHIKKABANAVARA,2017.0,1.0,,CASES OF HURT,13.0663,77.5118,0
CHIKKABANAVARA,2019.0,10.0,,IMMORAL TRAFFIC,13.0689,77.506,0
CHIKKABANAVARA,2017.0,3.0,,MISSING PERSON,13.0884,77.5048,0
CHIKKABANAVARA,2017.0,3.0,,MISSING PERSON,13.0663,77.5118,0
CHIKKABANAVARA,2018.0,3.0,,CHEATING,13.0689,77.506,0
CHIKKABANAVARA,2017.0,1.0,,BURGLARY - NIGHT,13.0884,77.5048,0
CHIKKABANAVARA,2024.0,2.0,,THEFT,13.1253,77.5094,0
CHIKKABIDARAKALLU,2022.0,6.0,,MOTOR VEHICLE ACCIDENTS FATAL,13.0565,77.4742,0
CHIKKABIDARAKALLU,2019.0,5.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0601,77.4634,0
CHIKKABIDARAKALLU,2021.0,5.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0567,77.4742,0
CHIKKABIDARAKALLU,2020.0,7.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0722,77.4424,0
CHIKKABIDARAKALLU,2022.0,6.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0611,77.461,0
CHIKKABIDARAKALLU,2020.0,1.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0575,77.4718,0
CHIKKABIDARAKALLU,2020.0,3.0,,MOTOR VEHICLE ACCIDENTS FATAL,13.0417,77.4752,0
CHIKKABIDARAKALLU,2020.0,7.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0698,77.4467,0
CHIKKABIDARAKALLU,2020.0,12.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0745,77.4361,0
CHIKKABIDARAKALLU,2022.0,10.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0752,77.4368,0
CHIKKABIDARAKALLU,2022.0,5.0,,MOTOR VEHICLE ACCIDENTS FATAL,13.0694,77.4462,0
CHIKKABIDIRAKALLU,2022.0,6.0,,CASES OF HURT,13.0628,77.4726,0
CHIKKABIDIRAKALLU,2022.0,12.0,,THEFT,13.0539,77.4837,0
CHIKKABIDIRAKALLU,2019.0,7.0,,THEFT,13.0743,77.4833,0
CHIKKABIDIRAKALLU,2019.0,9.0,,CYBER CRIME,13.0554,77.4916,0
CHIKKABIDIRAKALLU,2023.0,5.0,,KIDNAPPING AND ABDUCTION,13.0497,77.4669,0
CHIKKABIDIRAKALLU,2021.0,8.0,,THEFT,13.0518,77.4894,0
CHIKKABIDIRAKALLU,2022.0,6.0,,MISSING PERSON,13.055,77.4742,0
CHIKKABIDIRAKALLU,2019.0,5.0,,MISSING PERSON,13.0633,77.4827,0
CHIKKABIDIRAKALLU,2022.0,1.0,,THEFT,13.0695,77.4432,0
CHIKKABIDIRAKALLU,2019.0,12.0,,CASES OF HURT,13.0961,77.445,0
CHIKKABOMMASANDRA,2024.0,2.0,,IMMORAL TRAFFIC,13.0954,77.5834,-1
CHIKKABOMMASANDRA,2023.0,8.0,,Karnataka State Local Act,13.0916,77.5529,-1
CHIKKABOMMASANDRA,2023.0,11.0,,NEGLIGENT ACT,13.0931,77.5826,-1
CHIKKAGUBBI,2023.0,11.0,,CHEATING,13.0799,77.6655,-1
CHIKKALLASANDRA,2022.0,5.0,,ROBBERY,12.9153,77.5553,-1
CHIKKANAGAMANGALA,2023.0,10.0,,BURGLARY - NIGHT,12.8851,77.6693,-1
CHIKKANAGAMANGALA,2023.0,12.0,,CRIMINAL TRESPASS,12.8407,77.6472,-1
CHIKKANNA GARDEN,2016.0,6.0,,MISSING PERSON,12.955,77.5702,-1
CHIKKANNA GARDEN,2023.0,4.0,,ELECTION,12.9559,77.5723,-1
CHINNAPPANAHALLI,2024.0,1.0,,CYBER CRIME,12.9968,77.693,-1
CHINNAPPANAHALLI,2023.0,10.0,,CHEATING,12.9743,77.6999,-1
CHOKKANAHALLI VILLAGE,2017.0,10.0,,MISSING PERSON,13.1311,77.6956,-1
CHOKKANAHALLI VILLAGE,2023.0,6.0,,THEFT,13.1194,77.7159,-1
CHOKKANAHALLI VILLAGE,2018.0,12.0,,ROBBERY,13.1217,77.6111,-1
CHOKKANAHALLI VILLAGE,2018.0,5.0,,THEFT,13.1207,77.6196,-1
CHOWDESHWARI BUS STAND,2023.0,9.0,,SCHEDULED CASTE AND THE SCHEDULED TRIBES,13.0333,77.5531,-1
CHRISTIAN CEMENTRY BOTH SIDE,2023.0,8.0,,THEFT,12.9602,77.602,-1
CHUNCHGHTTA,2023.0,6.0,,KIDNAPPING AND ABDUCTION,12.9117,77.5412,-1
CITY MARKET TRAFFIC,2016.0,3.0,,PUBLIC SAFETY,12.9641,77.5812,-1
CITY MARKET TRAFFIC,2024.0,3.0,,PUBLIC SAFETY,12.9597,77.5832,-1
CITY MARKET TRAFFIC,2024.0,2.0,,PUBLIC SAFETY,12.9644,77.5762,-1
CITY MARKET TRAFFIC,2021.0,7.0,,PUBLIC SAFETY,12.9644,77.5785,-1
COMMERCIAL STREET,2020.0,10.0,,BURGLARY - NIGHT,12.9822,77.608,-1
COOLIPURA,2023.0,8.0,,CYBER CRIME,13.1583,77.4167,-1
COOLIPURA,2020.0,11.0,,THEFT,13.1332,77.4027,-1
CTBED,2021.0,4.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9296,77.5729,-1
CUBBONPET,2016.0,5.0,,CASES OF HURT,12.9704,77.5246,0
CUBBONPET,2021.0,3.0,,CHEATING,12.9667,77.5873,0
CUBBONPET,2022.0,5.0,,THEFT,12.9682,77.5851,0
CUBBONPET,2021.0,4.0,,CHEATING,12.9713,77.5823,0
CUBBONPET,2023.0,12.0,,MISSING PERSON,12.9662,77.5838,0
CUBBONPET,2022.0,2.0,,THEFT,12.9706,77.5836,0
Cauvery nagara,2018.0,4.0,,ATTEMPT TO MURDER,12.9203,77.574,-1
Cembridge Road,2021.0,4.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9718,77.636,-1
Central division Limit,2023.0,11.0,,CYBER CRIME,12.9668,77.5872,0
Central division Limit,2024.0,3.0,,CYBER CRIME,12.9668,77.5872,0
Central division Limit,2023.0,10.0,,CYBER CRIME,12.9667,77.5872,0
Central division Limit,2023.0,11.0,,CYBER CRIME,12.9668,77.5872,0
Central division Limit,2024.0,2.0,,CYBER CRIME,12.9668,77.5872,0
Central division Limit,2024.0,2.0,,CYBER CRIME,12.9667,77.5872,0
Chamarajpet second crs to froth crs,2021.0,6.0,,THEFT,12.9604,77.5673,-1
Chamarajpet second crs to froth crs,2023.0,6.0,,THEFT,12.9595,77.5659,-1
Chamarajpet second crs to froth crs,2019.0,6.0,,THEFT,12.9586,77.5667,-1
Chamundeshwari layout,2018.0,3.0,,CrPC,13.0686,77.5624,-1
Chamundeshwari layout,2023.0,11.0,,CYBER CRIME,12.9604,77.6016,-1
Chamundeshwari layout,2016.0,9.0,,CYBER CRIME,13.0647,77.5595,-1
Chamundipura,2023.0,8.0,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",13.0003,77.4993,0
Chamundipura,2023.0,10.0,,THEFT,13.0003,77.5018,0
Chamundipura,2023.0,6.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.0011,77.5018,0
Chamundipura,2022.0,2.0,,CRIMES RELATED TO WOMEN,13.0098,77.5254,0
Chamundipura,2022.0,11.0,,CASES OF HURT,13.0011,77.5016,0
Chamundipura,2024.0,1.0,,MISSING PERSON,13.0158,77.5069,0
Chandrappa Road,2018.0,4.0,,MISSING PERSON,12.9942,77.5272,-1
Chandrappa Road,2023.0,8.0,,KARNATAKA POLICE ACT 1963,12.9993,77.5285,-1
Channnahalli,2021.0,2.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.1843,77.6538,-1
Channnahalli,2024.0,1.0,,RIOTS,13.1622,77.6556,-1
Chikkajala,2024.0,1.0,,CHEATING,13.1825,77.5897,-1
Chokkasandra,2018.0,3.0,,KARNATAKA POLICE ACT 1963,13.0397,77.503,0
Chokkasandra,2023.0,6.0,,MOLESTATION,13.0276,77.5068,0
Chokkasandra,2021.0,7.0,,KARNATAKA POLICE ACT 1963,13.0311,77.5065,0
Chokkasandra,2021.0,9.0,,CHEATING,13.032,77.521,0
Chokkasandra,2023.0,8.0,,BURGLARY - DAY,13.0376,77.5105,0
Chokkasandra,2021.0,7.0,,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,13.0299,77.4909,0
Chokkasandra,2018.0,9.0,,THEFT,13.0453,77.5055,0
Cholurpalya,2022.0,10.0,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9748,77.5485,0
Cholurpalya,2022.0,8.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9755,77.5535,0
Cholurpalya,2018.0,6.0,,INSULTING MODESTY OF WOMEN (EVE TEASING),12.9696,77.5522,0
Cholurpalya,2019.0,2.0,,THEFT,12.9696,77.5522,0
Cholurpalya,2019.0,10.0,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.969,77.5593,0
Cholurpalya,2019.0,6.0,,MISSING PERSON,12.9696,77.5522,0
Cholurpalya,2017.0,2.0,,CrPC,12.9697,77.5581,0
Church Street and Sriramanagari,2019.0,4.0,,CRUELTY BY HUSBAND,12.9683,77.6503,-1
Church Street and Sriramanagari,2017.0,4.0,,CHEATING,12.9705,77.6559,-1
Church Street and Sriramanagari,2017.0,4.0,,CASES OF HURT,12.9512,77.6598,-1
Church Street and Sriramanagari,2018.0,2.0,,MISSING PERSON,12.9713,77.6414,-1
Cottonpet,2018.0,8.0,,NEGLIGENT ACT,12.9636,77.5679,-1
Cottonpet,2017.0,12.0,,MOTOR VEHICLE ACCIDENTS FATAL,12.9611,77.5607,-1
Cottonpet,2018.0,11.0,,NEGLIGENT ACT,12.9692,77.5681,-1
Cubbon Park,2020.0,4.0,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9732,77.5952,-1
D GROUP LAY OUT,2017.0,10.0,,CHEATING,12.9751,77.4946,-1
D GROUP LAY OUT,2018.0,1.0,,DACOITY,12.9718,77.4996,-1
D GROUP LAY OUT,2017.0,7.0,,CRIMINAL TRESPASS,12.9756,77.4976,-1
D SOZA NAGARA,2021.0,12.0,,THEFT,12.9299,77.5345,-1
DABASPETE,2023.0,6.0,,MISCHIEF,12.9937,77.5933,-1
DASANAPURA,2020.0,10.0,,MISSING PERSON,13.0527,77.4214,0
DASANAPURA,2021.0,8.0,,MISSING PERSON,13.0526,77.4221,0
DASANAPURA,2020.0,3.0,,BURGLARY - NIGHT,13.0522,77.42,0
DASANAPURA,2020.0,12.0,,POCSO,13.0651,77.4423,0
DASANAPURA,2020.0,6.0,,MISSING PERSON,13.0638,77.4344,0
DASANAPURA,2021.0,4.0,,Karnataka State Local Act,13.0776,77.4319,0
DASANAPURA,2021.0,9.0,,NEGLIGENT ACT,13.0731,77.4324,0
DASANAPURA,2020.0,9.0,,MISSING PERSON,13.0636,77.4405,0
DASAPPA HOSPITAL ROAD,2020.0,10.0,,FORGERY,12.9647,77.5813,-1
DASAPPA HOSPITAL ROAD,2023.0,10.0,,CHEATING,12.9648,77.5828,-1
DASAPPA METERNITY HOSPITAL,2023.0,10.0,,PUBLIC SAFETY,12.963,77.5836,-1
DASAPPA METERNITY HOSPITAL,2022.0,3.0,,PUBLIC SAFETY,12.9623,77.5841,-1
DEVARABISANA HALLI,2022.0,6.0,,CASES OF HURT,12.9545,77.7027,-1
DEVARABISANA HALLI,2023.0,12.0,,MISSING PERSON,12.9276,77.6726,-1
DEVARABISANA HALLI,2023.0,9.0,,THEFT,12.9349,77.7018,-1
DEVARABISANA HALLI,2024.0,1.0,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9455,77.698,-1
DEVARACHIKKANAHALLI,2020.0,2.0,,CRIMES RELATED TO WOMEN,12.8927,77.6169,-1
