Area,Year,Month,Time,Crime Type,Latitude,Longitude
BYRATHI CROSS,2024,2,,CYBER CRIME,13.0662,77.6515
BYRATHI CROSS,2023,12,,THEFT,13.0622,77.6497
BYRATHI CROSS,2021,8,,MISSING PERSON,13.0601,77.6526
BYRAWESHWARA NAGARA,2024,1,,CYBER CRIME,12.968,77.5211
Babusabpalya,2023,12,,CYBER CRIME,13.0167,77.6134
Bagaloore cross,2020,3,,MISSING PERSON,13.1212,77.6173
Bagaluru Circle,2023,12,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0555,77.6464
Banashankari,2019,,,Attempted Murder,12.865652,77.516896
Banashankari,2017,,,Chain Snatching,12.943552,77.550541
Banashankari,2018,,,Attempted Murder,12.855507,77.587458
Banashankari,2015,,,Attempted Murder,12.932948,77.555739
Banashankari,2016,,,Robbery,12.923436,77.583712
Banashankari,2018,,,Attempted Murder,12.902358,77.589837
Banashankari,2016,,,Attempted Murder,12.879245,77.512528
Banashankari,2017,,,Chain Snatching,12.946262,77.549017
Banashankari,2018,,,Attempted Murder,12.85092,77.557048
Banashankari,2016,,,Robbery,12.929273,77.58242
Banashankari,2018,,,Attempted Murder,12.924888,77.54409
Banashankari,2017,,,Robbery,12.947732,77.580382
Banashankari IInd Stage,2020,10,,CHEATING,12.9228,77.5714
Banashankari IInd Stage,2023,12,,Failure to appear to Court,12.9286,77.5678
Bandapura,2021,2,,MOTOR VEHICLE ACCIDENTS FATAL,13.0617,77.7165
Bandapura,2022,5,,MOTOR VEHICLE ACCIDENTS FATAL,13.0472,77.7215
Bandapura,2021,1,,MISSING PERSON,13.0907,77.6791
Bandapura,2019,4,,MOTOR VEHICLE ACCIDENTS FATAL,13.0451,77.7384
Bandapura,2022,1,,MISSING PERSON,13.0519,77.7192
Bandapura,2021,8,,ATTEMPT TO MURDER,13.0343,77.7389
Bandapura,2022,7,,MOTOR VEHICLE ACCIDENTS FATAL,13.0366,77.7362
Bandapura,2022,6,,MOTOR VEHICLE ACCIDENTS FATAL,13.0365,77.7353
Bandapura,2022,11,,MOTOR VEHICLE ACCIDENTS FATAL,13.0375,77.7382
Bangalore One And Fifty Feet Road,2022,7,,THEFT,12.9438,77.5422
Bangalore One And Fifty Feet Road,2023,8,,CYBER CRIME,12.9466,77.5442
Basapura,2022,2,,PUBLIC SAFETY,12.8698,77.6534
Basapura,2020,9,,MOTOR VEHICLE ACCIDENTS FATAL,12.898,77.6346
Basapura,2020,11,,MOTOR VEHICLE ACCIDENTS FATAL,12.8787,77.6465
Basapura,2022,10,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8671,77.658
Basavanagudi,2016,,,Robbery,12.94395418,77.57535514
Basavanagudi,2016,,,Chain Snatching,12.8961435,77.5974439
Basavanagudi,2015,,,Robbery,12.859653,77.569358
Basavanagudi,2017,,,Robbery,12.948965,77.553134
Basavanagudi,2016,,,Robbery,12.94949,77.56316
Basavanagudi,2015,,,Chain Snatching,12.8931843,77.582965
Basavanagudi,2017,,,Chain Snatching,12.923412,77.564778
Basavanagudi,2017,,,Chain Snatching,12.882084,77.5744
Basavanagudi,2018,,,Robbery,12.95683284,77.57444924
Basavangudi,2023,12,,CRIMES RELATED TO WOMEN,12.929,77.5677
Basavasamithi Layout,2018,3,,MISSING PERSON,13.0741,77.5547
Basavasamithi Layout,2016,2,,MISSING PERSON,13.0713,77.5675
Basavasamithi Layout,2017,3,,CYBER CRIME,13.0751,77.5574
Bazar Street,2016,7,,THEFT,12.9771,77.6247
Bazar Street,2024,2,,THEFT,12.9742,77.6238
Bazar Street,2018,1,,THEFT,12.977,77.6207
Bazar Street,2017,3,,MISSING PERSON,12.9811,77.6302
Beleshivale,2024,2,,MISSING PERSON,13.0715,77.6742
Bengaluru city,2024,2,,CYBER CRIME,12.9679,77.6023
Bettadasanapura road,2020,6,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8434,77.6135
Bhakshi Garden,2023,6,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9666,77.5678
Bhakshi Garden,2023,9,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9658,77.5684
Bharathi layout,2022,3,,THEFT,12.926,77.6024
Bharathi layout,2023,6,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9251,77.6102
Bharathi layout,2020,3,,Karnataka State Local Act,12.9346,77.6089
Bhuvaneshwari nagar,2022,3,,THEFT,13.0564,77.5994
Binnamangala,2022,8,,KIDNAPPING AND ABDUCTION,13.09,77.4063
Bowring Hospital Road,2022,2,,FOREIGNER,12.9842,77.6007
Budumanahalli,2023,10,,CHEATING,13.1842,77.5159
Bugle Rock Road,2019,5,,SUICIDE,12.9445,77.5717
Byatarayanapura,2023,10,,THEFT,13.0586,77.583
Byrasandra,2023,4,,POCSO,12.9919,77.6577
Byraweshwara Nagara,2023,11,,CYBER CRIME,12.967,77.5197
Byraweshwara Nagara,2021,3,,ATTEMPT TO MURDER,12.9695,77.5201
C B BANDARI SCHOOL,2016,1,,CASES OF HURT,12.9653,77.5759
C K Achuktu,2018,,,2 wheeler theft,12.91802,77.588333
C K Achuktu,2019,,,2 wheeler theft,12.93192,77.58016
C K Achuktu,2015,,,2 wheeler theft,12.930877,77.57673
C K Achuktu,2015,,,2 wheeler theft,12.92208,77.58953
C K Achuktu,2019,,,2 wheeler theft,12.91955,77.57458
C K Achuktu,2016,,,2 wheeler theft,12.955216,77.619961
C K Achuktu,2018,,,2 wheeler theft,12.96158,77.59678
C K Achuktu,2015,,,2 wheeler theft,12.926384,77.578007
C K Achuktu,2017,,,2 wheeler theft,12.9224,77.576465
C K Achuktu,2016,,,2 wheeler theft,12.921114,77.553
C.K. ACHHUKATTU,2019,8,,THEFT,12.9317,77.5665
C.K. ACHHUKATTU,2017,8,,THEFT,12.9325,77.5607
C.K. ACHHUKATTU,2019,4,,THEFT,12.9303,77.5597
C.K. ACHHUKATTU,2023,11,,THEFT,12.9209,77.5536
C.K.C.GARDEN,2023,5,,THEFT,12.9603,77.5918
C.K.C.GARDEN,2021,4,,THEFT,12.9613,77.5931
CANARA BANK COLONY,2017,6,,MISSING PERSON,12.9723,77.5231
CANARA BANK COLONY,2017,9,,ROBBERY,12.9699,77.5268
CANARA BANK COLONY,2024,2,,CASES OF HURT,12.9536,77.5225
CANARA BANK COLONY,2021,4,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9468,77.5258
CANARA BANK COLONY,2017,12,,THEFT,12.9707,77.5204
CANARA BANK COLONY,2018,4,,CrPC,12.9665,77.5257
CANARA BANK COLONY,2023,11,,THEFT,12.9515,77.53
CANARA BANK COLONY,2021,11,,MISSING PERSON,12.9544,77.5194
CANARA BANK COLONY,2021,6,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9468,77.5258
CANARA BANK COLONY,2017,11,,BURGLARY - DAY,12.972,77.5261
CENTRAL EXCISE LAYOUT,2021,10,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.045,77.5771
CENTRAL EXCISE LAYOUT,2022,7,,CHEATING,13.0413,77.5786
CENTRAL EXCISE LAYOUT,2018,7,,BURGLARY - NIGHT,13.0436,77.5783
CENTRAL EXCISE LAYOUT,2019,8,,CASES OF HURT,13.0388,77.5759
CENTRAL EXCISE LAYOUT,2020,8,,THEFT,13.0418,77.5898
CENTRAL EXCISE LAYOUT,2020,3,,Disobedience to Order Promulgated by PublicServan,13.0419,77.5806
CENTRAL EXCISE LAYOUT,2017,1,,MISSING PERSON,13.0397,77.5811
CHAKRAVARTHI LAYOUT,2020,6,,BURGLARY - NIGHT,12.9895,77.587
CHAMARAJAPETE,2023,6,,COPY RIGHT ACT 1957,12.961,77.571
CHAMARAJAPETE,2024,1,,CYBER CRIME,12.9643,77.5799
CHAMUNDI NAGAR,2018,10,,THEFT,13.027,77.5939
CHAMUNDI NAGAR,2018,10,,BURGLARY - DAY,13.0233,77.6004
CHAMUNDI NAGAR,2019,11,,THEFT,13.0317,77.5991
CHANDRALAYOUT,2018,9,,CASES OF HURT,12.9524,77.5266
CHANDRALAYOUT,2017,11,,KIDNAPPING AND ABDUCTION,12.9559,77.5251
CHANDRAPPA NAGARA,2020,3,,CASES OF HURT,12.9394,77.602
CHANDRAPPA NAGARA,2023,11,,PUBLIC SAFETY,12.943,77.5974
CHANDRAPPA NAGARA,2023,11,,PUBLIC SAFETY,12.943,77.5974
CHANDRAPPA NAGARA,2017,2,,THEFT,12.943,77.6003
CHANDRAPPA NAGARA,2018,4,,THEFT,12.9465,77.5995
CHANDRAPPA NAGARA,2016,7,,CASES OF HURT,12.9404,77.6008
CHANDRASHEKAR LAYOUT,2016,6,,CrPC,12.9568,77.568
CHANNASANDRA,2020,9,,MISSING PERSON,12.9807,77.762
CHANNASANDRA,2016,4,,CrPC,12.9157,77.4961
CHANNASANDRA,2023,6,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9832,77.7666
CHANNASANDRA,2021,11,,MISSING PERSON,12.9794,77.762
CHANNASANDRA,2017,2,,IMMORAL TRAFFIC,12.902,77.5093
CHENNAHALLI,2020,6,,MISSING PERSON,13.186,77.7591
CHICKPET MAIN ROAD,2018,10,,KIDNAPPING AND ABDUCTION,12.9687,77.5767
CHICKPET MAIN ROAD,2024,2,,MISSING PERSON,12.9711,77.5752
CHICKPET MAIN ROAD,2022,5,,CHEATING,12.9688,77.5797
CHICKPET MAIN ROAD,2023,4,,MISSING PERSON,12.965,77.5762
CHICKPET MAIN ROAD,2019,7,,ROBBERY,12.9688,77.5766
CHIKKABANAVARA,2017,1,,CASES OF HURT,13.0663,77.5118
CHIKKABANAVARA,2019,10,,IMMORAL TRAFFIC,13.0689,77.506
CHIKKABANAVARA,2017,3,,MISSING PERSON,13.0884,77.5048
CHIKKABANAVARA,2017,3,,MISSING PERSON,13.0663,77.5118
CHIKKABANAVARA,2018,3,,CHEATING,13.0689,77.506
CHIKKABANAVARA,2017,1,,BURGLARY - NIGHT,13.0884,77.5048
CHIKKABANAVARA,2024,2,,THEFT,13.1253,77.5094
CHIKKABIDARAKALLU,2022,6,,MOTOR VEHICLE ACCIDENTS FATAL,13.0565,77.4742
CHIKKABIDARAKALLU,2019,5,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0601,77.4634
CHIKKABIDARAKALLU,2021,5,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0567,77.4742
CHIKKABIDARAKALLU,2020,7,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0722,77.4424
CHIKKABIDARAKALLU,2022,6,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0611,77.461
CHIKKABIDARAKALLU,2020,1,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0575,77.4718
CHIKKABIDARAKALLU,2020,3,,MOTOR VEHICLE ACCIDENTS FATAL,13.0417,77.4752
CHIKKABIDARAKALLU,2020,7,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0698,77.4467
CHIKKABIDARAKALLU,2020,12,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0745,77.4361
CHIKKABIDARAKALLU,2022,10,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0752,77.4368
CHIKKABIDARAKALLU,2022,5,,MOTOR VEHICLE ACCIDENTS FATAL,13.0694,77.4462
CHIKKABIDIRAKALLU,2022,6,,CASES OF HURT,13.0628,77.4726
CHIKKABIDIRAKALLU,2022,12,,THEFT,13.0539,77.4837
CHIKKABIDIRAKALLU,2019,7,,THEFT,13.0743,77.4833
CHIKKABIDIRAKALLU,2019,9,,CYBER CRIME,13.0554,77.4916
CHIKKABIDIRAKALLU,2023,5,,KIDNAPPING AND ABDUCTION,13.0497,77.4669
CHIKKABIDIRAKALLU,2021,8,,THEFT,13.0518,77.4894
CHIKKABIDIRAKALLU,2022,6,,MISSING PERSON,13.055,77.4742
CHIKKABIDIRAKALLU,2019,5,,MISSING PERSON,13.0633,77.4827
CHIKKABIDIRAKALLU,2022,1,,THEFT,13.0695,77.4432
CHIKKABIDIRAKALLU,2019,12,,CASES OF HURT,13.0961,77.445
CHIKKABOMMASANDRA,2024,2,,IMMORAL TRAFFIC,13.0954,77.5834
CHIKKABOMMASANDRA,2023,8,,Karnataka State Local Act,13.0916,77.5529
CHIKKABOMMASANDRA,2023,11,,NEGLIGENT ACT,13.0931,77.5826
CHIKKAGUBBI,2023,11,,CHEATING,13.0799,77.6655
CHIKKALLASANDRA,2022,5,,ROBBERY,12.9153,77.5553
CHIKKANAGAMANGALA,2023,10,,BURGLARY - NIGHT,12.8851,77.6693
CHIKKANAGAMANGALA,2023,12,,CRIMINAL TRESPASS,12.8407,77.6472
CHIKKANNA GARDEN,2016,6,,MISSING PERSON,12.955,77.5702
CHIKKANNA GARDEN,2023,4,,ELECTION,12.9559,77.5723
CHINNAPPANAHALLI,2024,1,,CYBER CRIME,12.9968,77.693
CHINNAPPANAHALLI,2023,10,,CHEATING,12.9743,77.6999
CHOKKANAHALLI VILLAGE,2017,10,,MISSING PERSON,13.1311,77.6956
CHOKKANAHALLI VILLAGE,2023,6,,THEFT,13.1194,77.7159
CHOKKANAHALLI VILLAGE,2018,12,,ROBBERY,13.1217,77.6111
CHOKKANAHALLI VILLAGE,2018,5,,THEFT,13.1207,77.6196
CHOWDESHWARI BUS STAND,2023,9,,SCHEDULED CASTE AND THE SCHEDULED TRIBES,13.0333,77.5531
CHRISTIAN CEMENTRY BOTH SIDE,2023,8,,THEFT,12.9602,77.602
CHUNCHGHTTA,2023,6,,KIDNAPPING AND ABDUCTION,12.9117,77.5412
CITY MARKET TRAFFIC,2016,3,,PUBLIC SAFETY,12.9641,77.5812
CITY MARKET TRAFFIC,2024,3,,PUBLIC SAFETY,12.9597,77.5832
CITY MARKET TRAFFIC,2024,2,,PUBLIC SAFETY,12.9644,77.5762
CITY MARKET TRAFFIC,2021,7,,PUBLIC SAFETY,12.9644,77.5785
COMMERCIAL STREET,2020,10,,BURGLARY - NIGHT,12.9822,77.608
COOLIPURA,2023,8,,CYBER CRIME,13.1583,77.4167
COOLIPURA,2020,11,,THEFT,13.1332,77.4027
CTBED,2021,4,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9296,77.5729
CUBBONPET,2016,5,,CASES OF HURT,12.9704,77.5246
CUBBONPET,2021,3,,CHEATING,12.9667,77.5873
CUBBONPET,2022,5,,THEFT,12.9682,77.5851
CUBBONPET,2021,4,,CHEATING,12.9713,77.5823
CUBBONPET,2023,12,,MISSING PERSON,12.9662,77.5838
CUBBONPET,2022,2,,THEFT,12.9706,77.5836
Cauvery nagara,2018,4,,ATTEMPT TO MURDER,12.9203,77.574
Cembridge Road,2021,4,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9718,77.636
Central division Limit,2023,11,,CYBER CRIME,12.9668,77.5872
Central division Limit,2024,3,,CYBER CRIME,12.9668,77.5872
Central division Limit,2023,10,,CYBER CRIME,12.9667,77.5872
Central division Limit,2023,11,,CYBER CRIME,12.9668,77.5872
Central division Limit,2024,2,,CYBER CRIME,12.9668,77.5872
Central division Limit,2024,2,,CYBER CRIME,12.9667,77.5872
Chamarajpet second crs to froth crs,2021,6,,THEFT,12.9604,77.5673
Chamarajpet second crs to froth crs,2023,6,,THEFT,12.9595,77.5659
Chamarajpet second crs to froth crs,2019,6,,THEFT,12.9586,77.5667
Chamundeshwari layout,2018,3,,CrPC,13.0686,77.5624
Chamundeshwari layout,2023,11,,CYBER CRIME,12.9604,77.6016
Chamundeshwari layout,2016,9,,CYBER CRIME,13.0647,77.5595
Chamundipura,2023,8,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",13.0003,77.4993
Chamundipura,2023,10,,THEFT,13.0003,77.5018
Chamundipura,2023,6,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.0011,77.5018
Chamundipura,2022,2,,CRIMES RELATED TO WOMEN,13.0098,77.5254
Chamundipura,2022,11,,CASES OF HURT,13.0011,77.5016
Chamundipura,2024,1,,MISSING PERSON,13.0158,77.5069
Chandrappa Road,2018,4,,MISSING PERSON,12.9942,77.5272
Chandrappa Road,2023,8,,KARNATAKA POLICE ACT 1963,12.9993,77.5285
Channnahalli,2021,2,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.1843,77.6538
Channnahalli,2024,1,,RIOTS,13.1622,77.6556
Chikkajala,2024,1,,CHEATING,13.1825,77.5897
Chokkasandra,2018,3,,KARNATAKA POLICE ACT 1963,13.0397,77.503
Chokkasandra,2023,6,,MOLESTATION,13.0276,77.5068
Chokkasandra,2021,7,,KARNATAKA POLICE ACT 1963,13.0311,77.5065
Chokkasandra,2021,9,,CHEATING,13.032,77.521
Chokkasandra,2023,8,,BURGLARY - DAY,13.0376,77.5105
Chokkasandra,2021,7,,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,13.0299,77.4909
Chokkasandra,2018,9,,THEFT,13.0453,77.5055
Cholurpalya,2022,10,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9748,77.5485
Cholurpalya,2022,8,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9755,77.5535
Cholurpalya,2018,6,,INSULTING MODESTY OF WOMEN (EVE TEASING),12.9696,77.5522
Cholurpalya,2019,2,,THEFT,12.9696,77.5522
Cholurpalya,2019,10,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.969,77.5593
Cholurpalya,2019,6,,MISSING PERSON,12.9696,77.5522
Cholurpalya,2017,2,,CrPC,12.9697,77.5581
Church Street and Sriramanagari,2019,4,,CRUELTY BY HUSBAND,12.9683,77.6503
Church Street and Sriramanagari,2017,4,,CHEATING,12.9705,77.6559
Church Street and Sriramanagari,2017,4,,CASES OF HURT,12.9512,77.6598
Church Street and Sriramanagari,2018,2,,MISSING PERSON,12.9713,77.6414
Cottonpet,2018,8,,NEGLIGENT ACT,12.9636,77.5679
Cottonpet,2017,12,,MOTOR VEHICLE ACCIDENTS FATAL,12.9611,77.5607
Cottonpet,2018,11,,NEGLIGENT ACT,12.9692,77.5681
Cubbon Park,2020,4,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9732,77.5952
D GROUP LAY OUT,2017,10,,CHEATING,12.9751,77.4946
D GROUP LAY OUT,2018,1,,DACOITY,12.9718,77.4996
D GROUP LAY OUT,2017,7,,CRIMINAL TRESPASS,12.9756,77.4976
D SOZA NAGARA,2021,12,,THEFT,12.9299,77.5345
DABASPETE,2023,6,,MISCHIEF,12.9937,77.5933
DASANAPURA,2020,10,,MISSING PERSON,13.0527,77.4214
DASANAPURA,2021,8,,MISSING PERSON,13.0526,77.4221
DASANAPURA,2020,3,,BURGLARY - NIGHT,13.0522,77.42
DASANAPURA,2020,12,,POCSO,13.0651,77.4423
DASANAPURA,2020,6,,MISSING PERSON,13.0638,77.4344
DASANAPURA,2021,4,,Karnataka State Local Act,13.0776,77.4319
DASANAPURA,2021,9,,NEGLIGENT ACT,13.0731,77.4324
DASANAPURA,2020,9,,MISSING PERSON,13.0636,77.4405
DASAPPA HOSPITAL ROAD,2020,10,,FORGERY,12.9647,77.5813
DASAPPA HOSPITAL ROAD,2023,10,,CHEATING,12.9648,77.5828
DASAPPA METERNITY HOSPITAL,2023,10,,PUBLIC SAFETY,12.963,77.5836
DASAPPA METERNITY HOSPITAL,2022,3,,PUBLIC SAFETY,12.9623,77.5841
DEVARABISANA HALLI,2022,6,,CASES OF HURT,12.9545,77.7027
DEVARABISANA HALLI,2023,12,,MISSING PERSON,12.9276,77.6726
DEVARABISANA HALLI,2023,9,,THEFT,12.9349,77.7018
DEVARABISANA HALLI,2024,1,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9455,77.698
DEVARACHIKKANAHALLI,2020,2,,CRIMES RELATED TO WOMEN,12.8927,77.6169
DEVASANDRA MAIN ROAD,2018,7,,THEFT,13.0104,77.7034
DEVASANDRA MAIN ROAD,2017,9,,CRIMES RELATED TO WOMEN,13.0078,77.6936
DEVASANDRA MAIN ROAD,2023,8,,THEFT,13.0037,77.7077
DEVASANDRA MAIN ROAD,2021,6,,CRUELTY BY HUSBAND,13.0104,77.7028
DEVASANDRA MAIN ROAD,2017,2,,BURGLARY - NIGHT,13.0031,77.6984
DEVASANDRA MAIN ROAD,2022,8,,MISSING PERSON,13.0054,77.7045
DHOBIGAT,2020,8,,THEFT,12.9511,77.5553
DHOBIGAT,2019,10,,Karnataka State Local Act,12.9542,77.5534
DIAGONAL ROAD,2018,4,,KARNATAKA POLICE ACT 1963,12.9523,77.577
DINNUR,2024,1,,CYBER CRIME,12.9945,77.7289
DNR LAYOUT,2018,8,,CASES OF HURT,13.001,77.5789
DNR LAYOUT,2024,2,,THEFT,12.9993,77.5781
DNR LAYOUT,2022,4,,KIDNAPPING AND ABDUCTION,12.9975,77.5772
DNR LAYOUT,2023,1,,BURGLARY - DAY,12.9995,77.5775
DNR LAYOUT,2019,7,,PUBLIC SAFETY,13.0001,77.5808
DODANNA LAYOUT,2023,10,,CASES OF HURT,13.0108,77.6144
DODDA THOGURU M M SCHOOL ROAD,2023,11,,MISSING PERSON,12.84,77.6632
DODDA THOGURU M M SCHOOL ROAD,2021,12,,MISSING PERSON,12.8525,77.6557
DODDABANAHALLY,2020,6,,CRIMES RELATED TO WOMEN,12.9961,77.7489
DODDABETTAHALLI,2023,12,,CASES OF HURT,13.0918,77.5527
DODDABETTAHALLI,2023,9,,CHEATING,13.08,77.55
DODDAGOWDANAPALYA,2021,3,,THEFT,12.9768,77.5753
DODDAHEJJAJI,2019,4,,MISSING PERSON,13.2064,77.4401
DODDAMAVALLI,2022,7,,THEFT,12.9566,77.5826
DODDAMAVALLI,2023,10,,THEFT,12.9569,77.5826
DODDANAKKUNDI,2022,8,,THEFT,12.9595,77.7033
DODDANAKKUNDI,2024,2,,CYBER CRIME,12.9585,77.7021
DODDANAKKUNDI,2023,10,,CYBER CRIME,12.9952,77.6742
DODDANAKKUNDI,2023,11,,THEFT,12.9598,77.7135
DODDANAKKUNDI,2023,4,,MISSING PERSON,12.9555,77.6941
DODDANAKKUNDI,2023,9,,THEFT,12.9781,77.7003
DODDANAKKUNDI,2023,12,,CYBER CRIME,12.9638,77.7022
DODDANAKKUNDI,2022,2,,DEATHS DUE TO RASHNESS/NEGLIGENCE,12.9614,77.7188
DODDANAKKUNDI,2022,3,,BURGLARY - NIGHT,12.9576,77.6944
DODDANAKKUNDI,2023,6,,THEFT,12.9715,77.7094
DODDANAKKUNDI,2024,2,,CHEATING,12.9602,77.7159
DODDANAKKUNDI,2023,12,,THEFT,12.96,77.6254
DODDANAKKUNDI,2023,8,,THEFT,12.9682,77.7043
DOMMASANDRA,2020,5,,BURGLARY - NIGHT,12.8258,77.7633
DOMMASANDRA,2021,12,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8848,77.7464
DOMMASANDRA,2021,2,,THEFT,12.8801,77.7649
DOMMASANDRA,2019,9,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8796,77.7536
DOMMASANDRA,2022,6,,THEFT,12.8846,77.7495
DOMMASANDRA,2023,10,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8874,77.7396
DOMMASANDRA,2023,7,,CASES OF HURT,12.8861,77.7436
DOMMASANDRA,2022,10,,THEFT,12.8843,77.7377
DUGGALAMMA LAYOUT,2023,5,,KARNATAKA POLICE ACT 1963,13.0126,77.5118
DWARAKA NAGARA TO VENKATAPPA LAYOUT MORI,2023,4,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9344,77.5367
DWARAKA NAGARA TO VENKATAPPA LAYOUT MORI,2023,9,,THEFT,12.9337,77.5362
Deconson Road,2023,12,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.982,77.6249
Deconson Road,2020,7,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9735,77.62
Deconson Road,2018,1,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9841,77.6408
Deepanjali Nagar,2022,7,,THEFT,12.9527,77.5371
Deepanjali Nagar,2020,1,,ROBBERY,12.9522,77.5371
Devasandra Industrial Area,2023,11,,MISSING PERSON,12.9887,77.7011
Dhobighat,2020,12,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9784,77.6188
Dodda Banasawadi,2023,9,,CHEATING,13.0191,77.6465
Dodda Banasawadi,2023,11,,CYBER CRIME,13.0191,77.6465
Doddabommasandra,2016,12,,THEFT,13.0701,77.5576
Doddabommasandra,2016,7,,CHEATING,13.065,77.5596
Doddabommasandra,2016,6,,KIDNAPPING AND ABDUCTION,13.0632,77.5634
Doddabommasandra,2017,9,,CHEATING,13.0616,77.5562
Doddan Layout,2023,11,,CYBER CRIME,12.9985,77.4961
Domlur Village,2019,7,,THEFT,12.9627,77.6366
Domlur Village,2024,2,,MISSING PERSON,12.9625,77.6352
EC IInd gate,2017,7,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8615,77.6608
EIGHTY FEET ROAD HANUMANTH NAGAR,2023,9,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9446,77.5645
EIGHTY FEET ROAD HANUMANTH NAGAR,2018,5,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9486,77.5528
EIGTH MAIN NINTH MAIN TENTH MAIN BASAVESHWARANAGARA,2023,7,,CHEATING,12.988,77.5375
ELECTRONIC CITY,2023,11,,CRIMINAL INTIMIDATION,12.8542,77.6561
ELECTRONIC CITY,2023,6,,CHEATING,12.8523,77.695
ERAMMA GARDEN,2020,9,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9491,77.6051
ERAMMA GARDEN,2023,9,,KARNATAKA POLICE ACT 1963,12.9496,77.6164
ERAMMA GARDEN,2023,2,,CRUELTY BY HUSBAND,12.9562,77.6267
ERAMMA GARDEN,2017,6,,THEFT,12.9442,77.6087
ERAMMA GARDEN,2019,7,,MISSING PERSON,12.95,77.6179
ERAMMA GARDEN,2016,8,,MISSING PERSON,12.9501,77.6173
ERANNA GUDDE,2023,7,,CHEATING,12.929,77.5519
ESHWARI NAGARA,2023,6,,CHEATING,12.9326,77.5449
EWS SECTOR,2023,11,,MISSING PERSON,12.8898,77.5733
EWS SECTOR,2023,6,,THEFT,12.888,77.5709
Eidga Ground,2022,1,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9614,77.5504
Eighth Block Jayanagar,2024,1,,KIDNAPPING AND ABDUCTION,12.9149,77.5747
Eighth Block Jayanagar,2023,10,,CYBER CRIME,12.9725,77.5489
Eighth Block Jayanagar,2019,4,,ATTEMPT TO MURDER,12.9344,77.5927
Eighth Block Jayanagar,2017,10,,CrPC,12.9114,77.5728
Eighth Block Jayanagar,2024,3,,ROBBERY,12.931,77.5762
Eighth Block Jayanagar,2016,9,,THEFT,12.9198,77.5777
Ejipura,2016,11,,THEFT,12.9439,77.6298
Ejipura,2017,12,,ATTEMPT TO MURDER,12.9402,77.6307
Ejipura,2022,3,,MISSING PERSON,12.9515,77.625
Ejipura,2020,9,,PUBLIC SAFETY,12.9486,77.6276
Ejipura,2020,5,,MISSING PERSON,12.948,77.6275
Ejipura,2022,10,,KIDNAPPING AND ABDUCTION,12.9438,77.629
Ejipura,2022,11,,MISSING PERSON,12.9421,77.6267
Ejipura,2023,10,,MISSING PERSON,12.9454,77.6274
Ejipura,2023,12,,BURGLARY - NIGHT,12.9462,77.6262
Electronic City Main Gate,2020,3,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8421,77.6754
